demo_id,t,x,y
0,0,0,0
0,0.002004008016,0.007214428858,0.012591221
0,0.004008016032,0.01442885772,0.02518044572
0,0.006012024048,0.02164328657,0.0377656782
0,0.008016032064,0.02885771543,0.05034492313
0,0.01002004008,0.03607214429,0.0629161861
0,0.0120240481,0.04328657315,0.07547747403
0,0.01402805611,0.050501002,0.08802679536
0,0.01603206413,0.05771543086,0.1005621605
0,0.01803607214,0.06492985972,0.113081582
0,0.02004008016,0.07214428858,0.1255830749
0,0.02204408818,0.07935871743,0.1380646573
0,0.0240480962,0.08657314629,0.1505243501
0,0.0260521042,0.09378757515,0.1629601781
0,0.02805611222,0.101002004,0.1753701695
0,0.03006012024,0.1082164329,0.1877523569
0,0.03206412826,0.1154308617,0.200104777
0,0.03406813628,0.1226452906,0.2124254715
0,0.03607214428,0.1298597194,0.224712487
0,0.0380761523,0.1370741483,0.2369638754
0,0.04008016032,0.1442885772,0.2491776943
0,0.04208416834,0.151503006,0.2613520073
0,0.04408817636,0.1587174349,0.2734848842
0,0.04609218436,0.1659318637,0.2855744014
0,0.04809619238,0.1731462926,0.2976186422
0,0.0501002004,0.1803607214,0.3096156971
0,0.05210420842,0.1875751503,0.3215636638
0,0.05410821644,0.1947895792,0.3334606482
0,0.05611222444,0.202004008,0.345304764
0,0.05811623246,0.2092184369,0.3570941335
0,0.06012024048,0.2164328657,0.3688268874
0,0.0621242485,0.2236472946,0.3805011656
0,0.06412825652,0.2308617234,0.3921151172
0,0.06613226452,0.2380761523,0.4036669009
0,0.06813627254,0.2452905812,0.4151546851
0,0.07014028056,0.25250501,0.4265766486
0,0.07214428858,0.2597194389,0.4379309804
0,0.0741482966,0.2669338677,0.4492158804
0,0.0761523046,0.2741482966,0.4604295594
0,0.07815631262,0.2813627255,0.4715702396
0,0.08016032064,0.2885771543,0.4826361545
0,0.08216432866,0.2957915832,0.4936255499
0,0.08416833668,0.303006012,0.5045366834
0,0.08617234468,0.3102204409,0.515367825
0,0.0881763527,0.3174348697,0.5261172575
0,0.09018036072,0.3246492986,0.5367832768
0,0.09218436874,0.3318637275,0.5473641916
0,0.09418837676,0.3390781563,0.5578583245
0,0.09619238476,0.3462925852,0.5682640117
0,0.09819639278,0.353507014,0.5785796034
0,0.1002004008,0.3607214429,0.5888034642
0,0.1022044088,0.3679358717,0.598933973
0,0.1042084168,0.3751503006,0.6089695237
0,0.1062124248,0.3823647295,0.6189085253
0,0.1082164329,0.3895791583,0.628749402
0,0.1102204409,0.3967935872,0.6384905935
0,0.1122244489,0.404008016,0.6481305554
0,0.1142284569,0.4112224449,0.6576677594
0,0.1162324649,0.4184368737,0.6671006933
0,0.1182364729,0.4256513026,0.6764278617
0,0.120240481,0.4328657315,0.6856477858
0,0.122244489,0.4400801603,0.6947590037
0,0.124248497,0.4472945892,0.703760071
0,0.126252505,0.454509018,0.7126495606
0,0.128256513,0.4617234469,0.721426063
0,0.130260521,0.4689378758,0.7300881868
0,0.1322645291,0.4761523046,0.7386345587
0,0.1342685371,0.4833667335,0.7470638237
0,0.1362725451,0.4905811623,0.7553746454
0,0.1382765531,0.4977955912,0.7635657061
0,0.1402805611,0.50501002,0.7716357072
0,0.1422845691,0.5122244489,0.7795833692
0,0.1442885772,0.5194388778,0.787407432
0,0.1462925852,0.5266533066,0.7951066552
0,0.1482965932,0.5338677355,0.8026798182
0,0.1503006012,0.5410821643,0.8101257201
0,0.1523046092,0.5482965932,0.8174431806
0,0.1543086172,0.555511022,0.8246310395
0,0.1563126253,0.5627254509,0.8316881571
0,0.1583166333,0.5699398798,0.8386134146
0,0.1603206413,0.5771543086,0.845405714
0,0.1623246493,0.5843687375,0.8520639785
0,0.1643286573,0.5915831663,0.8585871523
0,0.1663326653,0.5987975952,0.8649742014
0,0.1683366733,0.606012024,0.871224113
0,0.1703406814,0.6132264529,0.8773358963
0,0.1723446894,0.6204408818,0.8833085822
0,0.1743486974,0.6276553106,0.8891412239
0,0.1763527054,0.6348697395,0.8948328965
0,0.1783567134,0.6420841683,0.9003826978
0,0.1803607214,0.6492985972,0.9057897477
0,0.1823647295,0.6565130261,0.9110531891
0,0.1843687375,0.6637274549,0.9161721875
0,0.1863727455,0.6709418838,0.9211459312
0,0.1883767535,0.6781563126,0.9259736317
0,0.1903807615,0.6853707415,0.9306545237
0,0.1923847695,0.6925851703,0.9351878648
0,0.1943887776,0.6997995992,0.9395729365
0,0.1963927856,0.7070140281,0.9438090435
0,0.1983967936,0.7142284569,0.9478955141
0,0.2004008016,0.7214428858,0.9518317005
0,0.2024048096,0.7286573146,0.9556169787
0,0.2044088176,0.7358717435,0.9592507484
0,0.2064128256,0.7430861723,0.9627324336
0,0.2084168336,0.7503006012,0.9660614823
0,0.2104208416,0.7575150301,0.9692373666
0,0.2124248496,0.7647294589,0.972259583
0,0.2144288578,0.7719438878,0.9751276524
0,0.2164328658,0.7791583166,0.9778411201
0,0.2184368738,0.7863727455,0.9803995558
0,0.2204408818,0.7935871743,0.982802554
0,0.2224448898,0.8008016032,0.9850497336
0,0.2244488978,0.8080160321,0.9871407384
0,0.2264529058,0.8152304609,0.9890752368
0,0.2284569138,0.8224448898,0.9908529221
0,0.2304609218,0.8296593186,0.9924735125
0,0.2324649298,0.8368737475,0.9939367511
0,0.2344689378,0.8440881764,0.9952424059
0,0.2364729458,0.8513026052,0.9963902698
0,0.238476954,0.8585170341,0.9973801609
0,0.240480962,0.8657314629,0.9982119222
0,0.24248497,0.8729458918,0.9988854219
0,0.244488978,0.8801603206,0.9994005532
0,0.246492986,0.8873747495,0.9997572344
0,0.248496994,0.8945891784,0.9999554089
0,0.250501002,0.9018036072,0.9999950454
0,0.25250501,0.9090180361,0.9998761375
0,0.254509018,0.9162324649,0.9995987042
0,0.256513026,0.9234468938,0.9991627893
0,0.258517034,0.9306613226,0.9985684621
0,0.260521042,0.9378757515,0.9978158166
0,0.2625250502,0.9450901804,0.9969049724
0,0.2645290582,0.9523046092,0.9958360737
0,0.2665330662,0.9595190381,0.99460929
0,0.2685370742,0.9667334669,0.9932248159
0,0.2705410822,0.9739478958,0.9916828708
0,0.2725450902,0.9811623246,0.9899836993
0,0.2745490982,0.9883767535,0.9881275706
0,0.2765531062,0.9955911824,0.9861147791
0,0.2785571142,1.002805611,0.983945644
0,0.2805611222,1.01002004,0.981620509
0,0.2825651302,1.017234469,0.9791397429
0,0.2845691382,1.024448898,0.976503739
0,0.2865731462,1.031663327,0.9737129151
0,0.2885771544,1.038877756,0.9707677138
0,0.2905811624,1.046092184,0.967668602
0,0.2925851704,1.053306613,0.9644160711
0,0.2945891784,1.060521042,0.9610106366
0,0.2965931864,1.067735471,0.9574528387
0,0.2985971944,1.0749499,0.9537432412
0,0.3006012024,1.082164329,0.9498824324
0,0.3026052104,1.089378758,0.9458710244
0,0.3046092184,1.096593186,0.9417096531
0,0.3066132264,1.103807615,0.9373989784
0,0.3086172344,1.111022044,0.9329396835
0,0.3106212424,1.118236473,0.9283324757
0,0.3126252506,1.125450902,0.9235780853
0,0.3146292586,1.132665331,0.918677266
0,0.3166332666,1.13987976,0.913630795
0,0.3186372746,1.147094188,0.9084394722
0,0.3206412826,1.154308617,0.9031041208
0,0.3226452906,1.161523046,0.8976255866
0,0.3246492986,1.168737475,0.8920047382
0,0.3266533066,1.175951904,0.8862424669
0,0.3286573146,1.183166333,0.8803396861
0,0.3306613226,1.190380762,0.8742973318
0,0.3326653306,1.19759519,0.8681163618
0,0.3346693386,1.204809619,0.8617977563
0,0.3366733466,1.212024048,0.8553425169
0,0.3386773548,1.219238477,0.8487516671
0,0.3406813628,1.226452906,0.8420262518
0,0.3426853708,1.233667335,0.8351673374
0,0.3446893788,1.240881764,0.8281760113
0,0.3466933868,1.248096192,0.821053382
0,0.3486973948,1.255310621,0.8138005786
0,0.3507014028,1.26252505,0.806418751
0,0.3527054108,1.269739479,0.7989090698
0,0.3547094188,1.276953908,0.7912727253
0,0.3567134268,1.284168337,0.7835109285
0,0.3587174348,1.291382766,0.7756249098
0,0.3607214428,1.298597194,0.7676159195
0,0.362725451,1.305811623,0.7594852275
0,0.364729459,1.313026052,0.7512341228
0,0.366733467,1.320240481,0.7428639136
0,0.368737475,1.32745491,0.7343759269
0,0.370741483,1.334669339,0.7257715085
0,0.372745491,1.341883768,0.7170520225
0,0.374749499,1.349098196,0.7082188515
0,0.376753507,1.356312625,0.6992733958
0,0.378757515,1.363527054,0.6902170737
0,0.380761523,1.370741483,0.6810513211
0,0.382765531,1.377955912,0.6717775911
0,0.384769539,1.385170341,0.662397354
0,0.386773547,1.39238477,0.652912097
0,0.3887775552,1.399599198,0.643323324
0,0.3907815632,1.406813627,0.6336325553
0,0.3927855712,1.414028056,0.6238413271
0,0.3947895792,1.421242485,0.613951192
0,0.3967935872,1.428456914,0.6039637179
0,0.3987975952,1.435671343,0.5938804883
0,0.4008016032,1.442885772,0.5837031018
0,0.4028056112,1.4501002,0.5734331721
0,0.4048096192,1.457314629,0.5630723273
0,0.4068136272,1.464529058,0.5526222101
0,0.4088176352,1.471743487,0.5420844774
0,0.4108216432,1.478957916,0.5314607998
0,0.4128256514,1.486172345,0.5207528617
0,0.4148296594,1.493386774,0.5099623608
0,0.4168336674,1.500601202,0.4990910078
0,0.4188376754,1.507815631,0.4881405264
0,0.4208416834,1.51503006,0.4771126526
0,0.4228456914,1.522244489,0.466009135
0,0.4248496994,1.529458918,0.4548317339
0,0.4268537074,1.536673347,0.4435822215
0,0.4288577154,1.543887776,0.4322623812
0,0.4308617234,1.551102204,0.4208740078
0,0.4328657314,1.558316633,0.409418907
0,0.4348697394,1.565531062,0.3978988947
0,0.4368737474,1.572745491,0.3863157975
0,0.4388777556,1.57995992,0.3746714519
0,0.4408817636,1.587174349,0.3629677039
0,0.4428857716,1.594388778,0.3512064091
0,0.4448897796,1.601603206,0.3393894323
0,0.4468937876,1.608817635,0.3275186469
0,0.4488977956,1.616032064,0.315595935
0,0.4509018036,1.623246493,0.303623187
0,0.4529058116,1.630460922,0.2916023009
0,0.4549098196,1.637675351,0.2795351828
0,0.4569138276,1.64488978,0.2674237456
0,0.4589178356,1.652104208,0.2552699098
0,0.4609218436,1.659318637,0.2430756022
0,0.4629258518,1.666533066,0.2308427561
0,0.4649298598,1.673747495,0.218573311
0,0.4669338678,1.680961924,0.2062692122
0,0.4689378758,1.688176353,0.1939324104
0,0.4709418838,1.695390782,0.1815648615
0,0.4729458918,1.70260521,0.1691685265
0,0.4749498998,1.709819639,0.1567453706
0,0.4769539078,1.717034068,0.1442973634
0,0.4789579158,1.724248497,0.1318264787
0,0.4809619238,1.731462926,0.1193346934
0,0.4829659318,1.738677355,0.1068239883
0,0.4849699398,1.745891784,0.09429634672
0,0.4869739478,1.753106212,0.08175375492
0,0.488977956,1.760320641,0.06919820146
0,0.490981964,1.76753507,0.05663167696
0,0.492985972,1.774749499,0.04405617379
0,0.49498998,1.781963928,0.03147368572
0,0.496993988,1.789178357,0.01888620765
0,0.498997996,1.796392786,0.00629573527
0,0.501002004,1.803607214,-0.00629573527
0,0.503006012,1.810821643,-0.01888620765
0,0.50501002,1.818036072,-0.03147368572
0,0.507014028,1.825250501,-0.04405617379
0,0.509018036,1.83246493,-0.05663167696
0,0.511022044,1.839679359,-0.06919820146
0,0.5130260522,1.846893788,-0.08175375492
0,0.5150300602,1.854108216,-0.09429634672
0,0.5170340682,1.861322645,-0.1068239883
0,0.5190380762,1.868537074,-0.1193346934
0,0.5210420842,1.875751503,-0.1318264787
0,0.5230460922,1.882965932,-0.1442973634
0,0.5250501002,1.890180361,-0.1567453706
0,0.5270541082,1.89739479,-0.1691685265
0,0.5290581162,1.904609218,-0.1815648615
0,0.5310621242,1.911823647,-0.1939324104
0,0.5330661322,1.919038076,-0.2062692122
0,0.5350701402,1.926252505,-0.218573311
0,0.5370741482,1.933466934,-0.2308427561
0,0.5390781564,1.940681363,-0.2430756022
0,0.5410821644,1.947895792,-0.2552699098
0,0.5430861724,1.95511022,-0.2674237456
0,0.5450901804,1.962324649,-0.2795351828
0,0.5470941884,1.969539078,-0.2916023009
0,0.5490981964,1.976753507,-0.303623187
0,0.5511022044,1.983967936,-0.315595935
0,0.5531062124,1.991182365,-0.3275186469
0,0.5551102204,1.998396794,-0.3393894323
0,0.5571142284,2.005611222,-0.3512064091
0,0.5591182364,2.012825651,-0.3629677039
0,0.5611222444,2.02004008,-0.3746714519
0,0.5631262526,2.027254509,-0.3863157975
0,0.5651302606,2.034468938,-0.3978988947
0,0.5671342686,2.041683367,-0.409418907
0,0.5691382766,2.048897796,-0.4208740078
0,0.5711422846,2.056112224,-0.4322623812
0,0.5731462926,2.063326653,-0.4435822215
0,0.5751503006,2.070541082,-0.4548317339
0,0.5771543086,2.077755511,-0.466009135
0,0.5791583166,2.08496994,-0.4771126526
0,0.5811623246,2.092184369,-0.4881405264
0,0.5831663326,2.099398798,-0.4990910078
0,0.5851703406,2.106613226,-0.5099623608
0,0.5871743486,2.113827655,-0.5207528617
0,0.5891783568,2.121042084,-0.5314607998
0,0.5911823648,2.128256513,-0.5420844774
0,0.5931863728,2.135470942,-0.5526222101
0,0.5951903808,2.142685371,-0.5630723273
0,0.5971943888,2.1498998,-0.5734331721
0,0.5991983968,2.157114228,-0.5837031018
0,0.6012024048,2.164328657,-0.5938804883
0,0.6032064128,2.171543086,-0.6039637179
0,0.6052104208,2.178757515,-0.613951192
0,0.6072144288,2.185971944,-0.6238413271
0,0.6092184368,2.193186373,-0.6336325553
0,0.6112224448,2.200400802,-0.643323324
0,0.613226453,2.20761523,-0.652912097
0,0.615230461,2.214829659,-0.662397354
0,0.617234469,2.222044088,-0.6717775911
0,0.619238477,2.229258517,-0.6810513211
0,0.621242485,2.236472946,-0.6902170737
0,0.623246493,2.243687375,-0.6992733958
0,0.625250501,2.250901804,-0.7082188515
0,0.627254509,2.258116232,-0.7170520225
0,0.629258517,2.265330661,-0.7257715085
0,0.631262525,2.27254509,-0.7343759269
0,0.633266533,2.279759519,-0.7428639136
0,0.635270541,2.286973948,-0.7512341228
0,0.637274549,2.294188377,-0.7594852275
0,0.6392785572,2.301402806,-0.7676159195
0,0.6412825652,2.308617234,-0.7756249098
0,0.6432865732,2.315831663,-0.7835109285
0,0.6452905812,2.323046092,-0.7912727253
0,0.6472945892,2.330260521,-0.7989090698
0,0.6492985972,2.33747495,-0.806418751
0,0.6513026052,2.344689379,-0.8138005786
0,0.6533066132,2.351903808,-0.821053382
0,0.6553106212,2.359118236,-0.8281760113
0,0.6573146292,2.366332665,-0.8351673374
0,0.6593186372,2.373547094,-0.8420262518
0,0.6613226452,2.380761523,-0.8487516671
0,0.6633266534,2.387975952,-0.8553425169
0,0.6653306614,2.395190381,-0.8617977563
0,0.6673346694,2.40240481,-0.8681163618
0,0.6693386774,2.409619238,-0.8742973318
0,0.6713426854,2.416833667,-0.8803396861
0,0.6733466934,2.424048096,-0.8862424669
0,0.6753507014,2.431262525,-0.8920047382
0,0.6773547094,2.438476954,-0.8976255866
0,0.6793587174,2.445691383,-0.9031041208
0,0.6813627254,2.452905812,-0.9084394722
0,0.6833667334,2.46012024,-0.913630795
0,0.6853707414,2.467334669,-0.918677266
0,0.6873747494,2.474549098,-0.9235780853
0,0.6893787576,2.481763527,-0.9283324757
0,0.6913827656,2.488977956,-0.9329396835
0,0.6933867736,2.496192385,-0.9373989784
0,0.6953907816,2.503406814,-0.9417096531
0,0.6973947896,2.510621242,-0.9458710244
0,0.6993987976,2.517835671,-0.9498824324
0,0.7014028056,2.5250501,-0.9537432412
0,0.7034068136,2.532264529,-0.9574528387
0,0.7054108216,2.539478958,-0.9610106366
0,0.7074148296,2.546693387,-0.9644160711
0,0.7094188376,2.553907816,-0.967668602
0,0.7114228456,2.561122244,-0.9707677138
0,0.7134268538,2.568336673,-0.9737129151
0,0.7154308618,2.575551102,-0.976503739
0,0.7174348698,2.582765531,-0.9791397429
0,0.7194388778,2.58997996,-0.981620509
0,0.7214428858,2.597194389,-0.983945644
0,0.7234468938,2.604408818,-0.9861147791
0,0.7254509018,2.611623246,-0.9881275706
0,0.7274549098,2.618837675,-0.9899836993
0,0.7294589178,2.626052104,-0.9916828708
0,0.7314629258,2.633266533,-0.9932248159
0,0.7334669338,2.640480962,-0.99460929
0,0.7354709418,2.647695391,-0.9958360737
0,0.7374749498,2.65490982,-0.9969049724
0,0.739478958,2.662124248,-0.9978158166
0,0.741482966,2.669338677,-0.9985684621
0,0.743486974,2.676553106,-0.9991627893
0,0.745490982,2.683767535,-0.9995987042
0,0.74749499,2.690981964,-0.9998761375
0,0.749498998,2.698196393,-0.9999950454
0,0.751503006,2.705410822,-0.9999554089
0,0.753507014,2.712625251,-0.9997572344
0,0.755511022,2.719839679,-0.9994005532
0,0.75751503,2.727054108,-0.9988854219
0,0.759519038,2.734268537,-0.9982119222
0,0.761523046,2.741482966,-0.9973801609
0,0.7635270542,2.748697395,-0.9963902698
0,0.7655310622,2.755911824,-0.9952424059
0,0.7675350702,2.763126253,-0.9939367511
0,0.7695390782,2.770340681,-0.9924735125
0,0.7715430862,2.77755511,-0.9908529221
0,0.7735470942,2.784769539,-0.9890752368
0,0.7755511022,2.791983968,-0.9871407384
0,0.7775551102,2.799198397,-0.9850497336
0,0.7795591182,2.806412826,-0.982802554
0,0.7815631262,2.813627255,-0.9803995558
0,0.7835671342,2.820841683,-0.9778411201
0,0.7855711422,2.828056112,-0.9751276524
0,0.7875751504,2.835270541,-0.972259583
0,0.7895791584,2.84248497,-0.9692373666
0,0.7915831664,2.849699399,-0.9660614823
0,0.7935871744,2.856913828,-0.9627324336
0,0.7955911824,2.864128257,-0.9592507484
0,0.7975951904,2.871342685,-0.9556169787
0,0.7995991984,2.878557114,-0.9518317005
0,0.8016032064,2.885771543,-0.9478955141
0,0.8036072144,2.892985972,-0.9438090435
0,0.8056112224,2.900200401,-0.9395729365
0,0.8076152304,2.90741483,-0.9351878648
0,0.8096192384,2.914629259,-0.9306545237
0,0.8116232464,2.921843687,-0.9259736317
0,0.8136272546,2.929058116,-0.9211459312
0,0.8156312626,2.936272545,-0.9161721875
0,0.8176352706,2.943486974,-0.9110531891
0,0.8196392786,2.950701403,-0.9057897477
0,0.8216432866,2.957915832,-0.9003826978
0,0.8236472946,2.965130261,-0.8948328965
0,0.8256513026,2.972344689,-0.8891412239
0,0.8276553106,2.979559118,-0.8833085822
0,0.8296593186,2.986773547,-0.8773358963
0,0.8316633266,2.993987976,-0.871224113
0,0.8336673346,3.001202405,-0.8649742014
0,0.8356713426,3.008416834,-0.8585871523
0,0.8376753508,3.015631263,-0.8520639785
0,0.8396793588,3.022845691,-0.845405714
0,0.8416833668,3.03006012,-0.8386134146
0,0.8436873748,3.037274549,-0.8316881571
0,0.8456913828,3.044488978,-0.8246310395
0,0.8476953908,3.051703407,-0.8174431806
0,0.8496993988,3.058917836,-0.8101257201
0,0.8517034068,3.066132265,-0.8026798182
0,0.8537074148,3.073346693,-0.7951066552
0,0.8557114228,3.080561122,-0.787407432
0,0.8577154308,3.087775551,-0.7795833692
0,0.8597194388,3.09498998,-0.7716357072
0,0.8617234468,3.102204409,-0.7635657061
0,0.863727455,3.109418838,-0.7553746454
0,0.865731463,3.116633267,-0.7470638237
0,0.867735471,3.123847695,-0.7386345587
0,0.869739479,3.131062124,-0.7300881868
0,0.871743487,3.138276553,-0.721426063
0,0.873747495,3.145490982,-0.7126495606
0,0.875751503,3.152705411,-0.703760071
0,0.877755511,3.15991984,-0.6947590037
0,0.879759519,3.167134269,-0.6856477858
0,0.881763527,3.174348697,-0.6764278617
0,0.883767535,3.181563126,-0.6671006933
0,0.885771543,3.188777555,-0.6576677594
0,0.8877755512,3.195991984,-0.6481305554
0,0.8897795592,3.203206413,-0.6384905935
0,0.8917835672,3.210420842,-0.628749402
0,0.8937875752,3.217635271,-0.6189085253
0,0.8957915832,3.224849699,-0.6089695237
0,0.8977955912,3.232064128,-0.598933973
0,0.8997995992,3.239278557,-0.5888034642
0,0.9018036072,3.246492986,-0.5785796034
0,0.9038076152,3.253707415,-0.5682640117
0,0.9058116232,3.260921844,-0.5578583245
0,0.9078156312,3.268136273,-0.5473641916
0,0.9098196392,3.275350701,-0.5367832768
0,0.9118236472,3.28256513,-0.5261172575
0,0.9138276554,3.289779559,-0.515367825
0,0.9158316634,3.296993988,-0.5045366834
0,0.9178356714,3.304208417,-0.4936255499
0,0.9198396794,3.311422846,-0.4826361545
0,0.9218436874,3.318637275,-0.4715702396
0,0.9238476954,3.325851703,-0.4604295594
0,0.9258517034,3.333066132,-0.4492158804
0,0.9278557114,3.340280561,-0.4379309804
0,0.9298597194,3.34749499,-0.4265766486
0,0.9318637274,3.354709419,-0.4151546851
0,0.9338677354,3.361923848,-0.4036669009
0,0.9358717434,3.369138277,-0.3921151172
0,0.9378757516,3.376352705,-0.3805011656
0,0.9398797596,3.383567134,-0.3688268874
0,0.9418837676,3.390781563,-0.3570941335
0,0.9438877756,3.397995992,-0.345304764
0,0.9458917836,3.405210421,-0.3334606482
0,0.9478957916,3.41242485,-0.3215636638
0,0.9498997996,3.419639279,-0.3096156971
0,0.9519038076,3.426853707,-0.2976186422
0,0.9539078156,3.434068136,-0.2855744014
0,0.9559118236,3.441282565,-0.2734848842
0,0.9579158316,3.448496994,-0.2613520073
0,0.9599198396,3.455711423,-0.2491776943
0,0.9619238476,3.462925852,-0.2369638754
0,0.9639278558,3.470140281,-0.224712487
0,0.9659318638,3.477354709,-0.2124254715
0,0.9679358718,3.484569138,-0.200104777
0,0.9699398798,3.491783567,-0.1877523569
0,0.9719438878,3.498997996,-0.1753701695
0,0.9739478958,3.506212425,-0.1629601781
0,0.9759519038,3.513426854,-0.1505243501
0,0.9779559118,3.520641283,-0.1380646573
0,0.9799599198,3.527855711,-0.1255830749
0,0.9819639278,3.53507014,-0.113081582
0,0.9839679358,3.542284569,-0.1005621605
0,0.9859719438,3.549498998,-0.08802679536
0,0.987975952,3.556713427,-0.07547747403
0,0.98997996,3.563927856,-0.0629161861
0,0.991983968,3.571142285,-0.05034492313
0,0.993987976,3.578356713,-0.0377656782
0,0.995991984,3.585571142,-0.02518044572
0,0.997995992,3.592785571,-0.012591221
0,1,3.6,-2.449293598e-16
1,0,0,0
1,0.002004008016,0.007615230461,0.01459522901
1,0.004008016032,0.01523046092,0.02918846175
1,0.006012024048,0.02284569138,0.04377770225
1,0.008016032064,0.03046092184,0.05836095519
1,0.01002004008,0.0380761523,0.07293622618
1,0.0120240481,0.04569138277,0.08750152212
1,0.01402805611,0.05330661323,0.1020548515
1,0.01603206413,0.06092184369,0.1165942246
1,0.01803607214,0.06853707415,0.1311176541
1,0.02004008016,0.07615230461,0.1456231551
1,0.02204408818,0.08376753507,0.1601087454
1,0.0240480962,0.09138276553,0.1745724463
1,0.0260521042,0.09899799599,0.1890122823
1,0.02805611222,0.1066132265,0.2034262818
1,0.03006012024,0.1142284569,0.2178124771
1,0.03206412826,0.1218436874,0.2321689053
1,0.03406813628,0.1294589178,0.2464936078
1,0.03607214428,0.1370741483,0.2607846313
1,0.0380761523,0.1446893788,0.2750400277
1,0.04008016032,0.1523046092,0.2892578546
1,0.04208416834,0.1599198397,0.3034361756
1,0.04408817636,0.1675350701,0.3175730606
1,0.04609218436,0.1751503006,0.3316665858
1,0.04809619238,0.1827655311,0.3457148346
1,0.0501002004,0.1903807615,0.3597158975
1,0.05210420842,0.197995992,0.3736678722
1,0.05410821644,0.2056112224,0.3875688646
1,0.05611222444,0.2132264529,0.4014169885
1,0.05811623246,0.2208416834,0.4152103659
1,0.06012024048,0.2284569138,0.4289471279
1,0.0621242485,0.2360721443,0.4426254141
1,0.06412825652,0.2436873747,0.4562433737
1,0.06613226452,0.2513026052,0.4697991654
1,0.06813627254,0.2589178357,0.4832909576
1,0.07014028056,0.2665330661,0.4967169291
1,0.07214428858,0.2741482966,0.510075269
1,0.0741482966,0.2817635271,0.523364177
1,0.0761523046,0.2893787575,0.536581864
1,0.07815631262,0.296993988,0.5497265522
1,0.08016032064,0.3046092184,0.5627964752
1,0.08216432866,0.3122244489,0.5757898786
1,0.08416833668,0.3198396794,0.58870502
1,0.08617234468,0.3274549098,0.6015401697
1,0.0881763527,0.3350701403,0.6142936102
1,0.09018036072,0.3426853707,0.6269636375
1,0.09218436874,0.3503006012,0.6395485603
1,0.09418837676,0.3579158317,0.6520467013
1,0.09619238476,0.3655310621,0.6644563965
1,0.09819639278,0.3731462926,0.6767759962
1,0.1002004008,0.380761523,0.689003865
1,0.1022044088,0.3883767535,0.7011383818
1,0.1042084168,0.395991984,0.7131779405
1,0.1062124248,0.4036072144,0.7251209502
1,0.1082164329,0.4112224449,0.7369658348
1,0.1102204409,0.4188376754,0.7487110343
1,0.1122244489,0.4264529058,0.7603550043
1,0.1142284569,0.4340681363,0.7718962163
1,0.1162324649,0.4416833667,0.7833331583
1,0.1182364729,0.4492985972,0.7946643347
1,0.120240481,0.4569138277,0.8058882667
1,0.122244489,0.4645290581,0.8170034927
